S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
813,Tian Kong Buddhist Temple,Registered,S84SS0034C,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
814,Tian Teck Keng Temple,Registered,S91SS0025D,Not Applicable,Religious,Taoism,Direct Services
815,Tibetan Buddhist Studies Society,Registered,S98SS0170J,Not Applicable,Religious,Buddhism,
816,Tien Kong Thun Temple,Registered,S93SS0012K,Not Applicable,Religious,Taoism,Direct Services Supports other Charities
817,Tien Loong Thong,Registered,S96SS0141B,Not Applicable,Religious,Taoism,
818,Tien Teck Po Yuan Tong,Registered,S70SS0004J,Not Applicable,Religious,Taoism,Direct Services
819,Tiow Hoon Tien Chinese Temple,Registered,T00SS0202D,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
820,Ti-Sarana Buddhist Association,Registered,S77SS0035L,Not Applicable,Religious,Buddhism,
821,TOA PAYOH CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T07CC2029D,From 01/10/2020 to 30/9/2023,Community,Central,"Financial assistance, bursaries & scholarships Supports other Charities"
822,Toa Payoh East CCC Community Development and Welfare Fund,Registered with IPC,T03CC1736B,From 01/10/2020 to 30/9/2023,Community,Central,"Financial assistance, bursaries & scholarships"
823,TOA PAYOH TAMIL METHODIST CHURCH (ETAC),Registered,S87CC0511B,Not Applicable,Religious,Christianity,
824,TOH KIAN CHUI FOUNDATION,Deregistered,200615370M,Not Applicable,Others,General Charitable Purposes,
825,Tong Whye Temple,Registered,S80SS0033J,Not Applicable,Religious,Taoism,"Financial assistance, bursaries & scholarships"
826,TOONG CHAI ENGLISH PRESBYTERIAN CHURCH,Registered,T12SS0059K,Not Applicable,Religious,Christianity,Direct Services
827,TOONG CHAI PRESBYTERIAN CHURCH,Registered,T11SS0127L,Not Applicable,Religious,Christianity,
828,TOUCH FAMILY SERVICES LIMITED,Registered,200703355N,Not Applicable,Social and Welfare,"Community,Family",Direct Services Training & education
829,TOUCH INTERNATIONAL LTD.,Registered,200614290G,Not Applicable,Others,"General Charitable Purposes,Humanitarian Aid",Direct Services
830,TRI SECTOR CHARITY CONSULTANTS LTD.,Registered,202002000C,Not Applicable,Others,General Charitable Purposes,Supports other Charities Training & education Research
831,TRIGEN LTD.,Registered,201924656N,Not Applicable,Health,,Direct Services Training & education
832,TRINITY ANNUAL CONFERENCE WOMEN'S SOCIETY OF CHRISTIAN SERVICE,Registered,S90CC0754D,Not Applicable,Religious,Christianity,Supports other Charities Training & education
833,Triumphs Of His Grace,Registered,S91SS0046K,Not Applicable,Religious,Christianity,Training & education
834,True Jesus Church (Adam Road),Registered,S90SS0027B,Not Applicable,Religious,Christianity,Direct Services
835,"TRUST FUND OF THE CLEFT LIP AND PALATE ASSN OF SINGAPORE (CLAPAS), THE",Registered,T04CC1811H,Not Applicable,Health,,Training & education
836,TUN DATO SIR CHENG LOCK TAN TRUST FUND,Registered,S94CC1026L,Not Applicable,Education,Foundations & Trusts,
837,Tung Ling Community Services,Registered,T03SS0069F,Not Applicable,Social and Welfare,"Community,Eldercare",Direct Services
838,TWEE BOEY TENG NIANG TEMPLE,Registered,T04CC1816K,Not Applicable,Religious,Taoism,
839,Ubin Thai Buddhist Temple,Registered,T03SS0236G,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
840,ULU PANDAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S86CC0308D,From 01/4/2021 to 31/3/2024,Community,North West,"Financial assistance, bursaries & scholarships"
841,United Indian Muslim Association,Registered,S64SS0034H,Not Applicable,Religious,Others,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
842,UNLV SINGAPORE LIMITED,Registered,200510909D,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
843,VARIETY - THE CHILDREN'S CHARITY OF SINGAPORE LIMITED,Registered,201409448C,Not Applicable,Social and Welfare,"Children/Youth,Disability (Children)",Grantmaking
844,"Varsity Christian Fellowship, Singapore, The",Registered,S61SS0159G,Not Applicable,Religious,Christianity,Direct Services
845,VERBUM DEI LIMITED,Registered,201413066G,Not Applicable,Religious,Christianity,Direct Services Training & education
846,Victory Baptist Church,Deregistered,S95SS0023K,Not Applicable,Religious,Christianity,
847,Victory Harvest Church,Registered,T01SS0163L,Not Applicable,Religious,Christianity,
848,Victory Life Church,Registered,S90SS0091F,Not Applicable,Religious,Christianity,
849,Vision 2030 Fund,Registered with IPC,T14CC0007H,From 09/9/2021 to 08/9/2025,Sports,Others,"Public awareness, promotion & advisory"
850,Voices For Animals,Registered,T14SS0132G,Not Applicable,Others,Animal Welfare,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
851,"Wai San Buddhist Society, Singapore",Registered,S73SS0002K,Not Applicable,Religious,Buddhism,Research Training & education
852,Waterways Watch Society,Registered with IPC,S99SS0038D,From 01/12/2021 to 30/11/2023,Others,Environment,Training & education
853,WEC INTERNATIONAL (SINGAPORE) LTD,Registered,198200772W,Not Applicable,Religious,Christianity,
854,Wei Ling Keng,Registered,S87SS0011J,Not Applicable,Religious,Taoism,
855,Welcare Student Care Centre,Registered,T02SS0141C,Not Applicable,Social and Welfare,Children/Youth,Training & education
856,WEST COAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S99CC1352G,From 01/4/2023 to 31/3/2026,Community,South West,"Financial assistance, bursaries & scholarships Supports other Charities"
857,WEST COAST HOCK TECK SI,Registered,S76SS0054J,Not Applicable,Religious,Buddhism,
858,WHAMPOA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S92CC0879F,From 01/1/2022 to 31/12/2024,Community,Central,"Financial assistance, bursaries & scholarships"
859,WHOLETREE LIMITED,Registered with IPC,201022300R,From 27/10/2022 to 26/10/2023,Health,Mental Health,Direct Services Training & education
860,WICARE SUPPORT GROUP,Registered with IPC,S98SS0084G,From 29/4/2022 to 28/4/2024,Social and Welfare,Support Groups,Direct Services
861,Wind Bands Association of Singapore,Registered,T01SS0092F,Not Applicable,Arts and Heritage,Music & Orchestras,Training & education
862,Wing Tai Foundation,Registered,T10CC0007K,Not Applicable,Social and Welfare,Community,
863,WIRa Association,Registered,T06SS0118B,Not Applicable,Social and Welfare,"Family,Support Groups",Direct Services
864,WOODBRIDGE HOSPITAL CHARITY FUND,Registered with IPC,201940371M,From 13/8/2021 to 27/2/2024,Health,,"Research Financial assistance, bursaries & scholarships Training & education Public awareness, promotion & advisory"
865,Woodgrove CCC CDWF,Registered with IPC,T11CC0004E,From 01/4/2022 to 31/3/2025,Community,North West,"Financial assistance, bursaries & scholarships"
866,WOODLANDS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered,T07CC2011J,Not Applicable,Community,North West,"Financial assistance, bursaries & scholarships"
867,WORD Community Church,Registered,T04SS0158A,Not Applicable,Religious,Christianity,Direct Services Training & education
868,"WORD, LIFE AND FAITH CENTRE",Registered,S89SS0070J,Not Applicable,Religious,Christianity,
869,WORLD FUTURE FOUNDATION LTD.,Registered,200816862W,Not Applicable,Others,Environment,
870,WORLD TOILET ORGANIZATION LIMITED,Registered,200205358C,Not Applicable,Others,Environment,"Public awareness, promotion & advisory Training & education"
871,WRESTLING FEDERATION OF SINGAPORE,Registered with IPC,T08SS0214H,From 01/2/2022 to 31/1/2025,Sports,NSAs,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
872,Wu Hong Yan Kong Temple,Registered,S94SS0085E,Not Applicable,Religious,Taoism,
873,WU LUI SIEN SZE TEMPLE,Registered,S83SS0040H,Not Applicable,Religious,Taoism,
874,Wu Tai Shan Buddhist Temple,Registered,S93SS0064E,Not Applicable,Religious,Buddhism,Direct Services
875,"WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL, INC",Deregistered,T09FC0059A,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Supports other Charities Training & education Research"
876,Xiu Xin Tarng,Registered,S92SS0002L,Not Applicable,Religious,Taoism,Supports other Charities Training & education
877,X-Pact Society,Registered,S97SS0133E,Not Applicable,Religious,Christianity,Training & education
878,YEW TEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S97CC1249F,From 01/4/2021 to 31/3/2024,Community,North West,"Grantmaking Financial assistance, bursaries & scholarships"
879,Yi Do An Chinese Temple,Registered,S94SS0150A,Not Applicable,Religious,Taoism,
880,YIO CHU KANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S87CC0460G,From 01/4/2021 to 31/3/2024,Community,Central,"Financial assistance, bursaries & scholarships"
881,Yokoshi Tomo No Kai (Singapore),Registered,S84SS0051C,Not Applicable,Religious,Others,Direct Services
882,Young Life,Registered,T03SS0025B,Not Applicable,Religious,Christianity,Direct Services
883,YOUNG MUSICIANS' SOCIETY LTD,Registered,199600866D,Not Applicable,Arts and Heritage,Music & Orchestras,Training & education
884,YOUNG PEOPLE'S PERFORMING ARTS ENSEMBLE LTD,Registered with IPC,199900287D,From 25/5/2022 to 24/11/2023,Arts and Heritage,Theatre & Dramatic Arts,
885,YOUTH GOLF NETWORK LTD.,Registered with IPC,201300853G,From 15/2/2023 to 14/2/2025,Sports,Non-NSAs,Training & education
886,Youth Guidance Outreach Services,Registered with IPC,S96SS0067H,From 01/2/2023 to 30/6/2024,Social and Welfare,Children/Youth,Direct Services
887,YOUTHWORKS LTD.,Registered,198204026C,Not Applicable,Others,Children/Youth,Training & education
888,Yu Huang Tian Combined Temple,Registered,S96SS0163D,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
889,Yuan Meng Shih Temple,Registered,S97SS0138G,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory"
890,Yun Teck Sian Tng Thong Sin Sia,Registered,S94SS0048F,Not Applicable,Religious,Buddhism,
891,Yung Kwang Presbyterian Church,Registered,S96SS0156J,Not Applicable,Religious,Christianity,
892,YYD EDUCATION CENTRE LIMITED,Registered with IPC,201610337C,From 02/9/2022 to 01/9/2025,Education,Local Educational Institutions/Funds,"Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
893,ZERO WASTE SG LIMITED,Registered,201528793W,Not Applicable,Others,Environment,"Public awareness, promotion & advisory Training & education Research"
894,ZHENGHUA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T04CC1763A,From 01/4/2021 to 31/3/2024,Community,North West,"Financial assistance, bursaries & scholarships Supports other Charities"
895,Zion Home for the Aged,Registered,S86SS0033F,Not Applicable,Social and Welfare,Eldercare,Direct Services
896,Zonta Singapore- Project Pari Fund,Registered with IPC,T10CC0004L,From 01/5/2021 to 31/1/2024,Social and Welfare,Community,"Financial assistance, bursaries & scholarships"
